JZ 
14360,34214,城区  1.10,50210
112,16300,城区  0.89,50211
18423,21051,城区  0.96,50212
6434,29214,城区  1.02,50213
18211,19331,城区  1.04,50214
6437,17449,城区  0.86,50215
5557,17302,城区  0.87,50216
17216,30725,城区  1.01,50217
2916,23522,城区  1.06,50218
13057,33430,城区  1.06,50219
22960,26283,城区  0.96,50220
23506,21023,城区  1.06,50221
18851,37265,城区  1.12,50222
15703,25315,城区  1.09,50223
17991,28856,城区  0.97,50224
6301,30608,城区  1.09,50225
14435,26606,城区  1.12,50226
6489,20942,城区  0.96,50227
6208,15565,城区  0.94,50228
6046,18457,城区  0.95,50229
19589,20098,城区  1.08,50230
7024,18252,城区  0.96,50231
23864,23207,城区  0.98,50232
12249,20693,城区  0.89,50233
7242,22715,城区  1.08,50234
16881,29004,城区  0.89,50235
11909,32273,城区  1.11,50236
7556,28818,城区  0.97,50237
1501,31314,城区  0.95,50238
13402,17501,城区  1.11,50239
1219,32997,城区  0.93,50240
2971,17100,城区  1.02,50241
958,19935,城区  1.07,50242
1813,18465,城区  0.98,50243
29,38210,城区  1.04,50244
6564,16814,城区  1.11,50245
17805,16825,城区  0.98,50246
10388,15665,城区  0.94,50247
6958,16999,城区  0.94,50248
3598,39009,城区  1.03,50249
12366,18195,城区  1.07,50250
19190,22225,城区  1.14,50251
2999,37807,城区  1.11,50252
12998,32057,城区  1.07,50253
21057,24403,城区  1.10,50254
15426,35462,城区  0.91,50255
23555,29445,城区  0.87,50256
14363,24934,城区  1.04,50257
16141,16909,城区  1.04,50258
2786,35839,城区  1.11,50259
11201,17579,城区  0.86,50260
14804,19200,城区  0.91,50261
14197,16761,城区  1.15,50262
12898,39049,城区  1.01,50263
16785,26221,城区  1.03,50264
17038,15094,城区  0.96,50265
7843,20640,城区  0.91,50266
19561,21535,城区  0.88,50267
4634,20747,城区  1.04,50268
1970,19159,城区  1.12,50269
10931,35333,城区  1.12,50270
503,26033,城区  0.85,50271
7859,19080,城区  0.89,50272
1006,30970,城区  1.04,50273
7298,20465,城区  0.95,50274
14560,24243,城区  0.95,50275
6055,29357,城区  1.10,50276
13579,17530,城区  1.11,50277
2744,25927,城区  0.88,50278
14728,22593,城区  1.01,50279
6573,16721,城区  0.96,50280
12359,20245,城区  1.11,50281
3091,38907,城区  1.07,50282
18656,32113,城区  0.91,50283
3609,22085,城区  0.85,50284
10556,33383,城区  0.87,50285
19701,37397,城区  0.88,50286
4344,19472,城区  1.03,50287
24412,26043,城区  1.10,50288
3698,21250,城区  0.95,50289
23600,16810,城区  0.86,50290
7709,29121,城区  0.99,50291
4387,22319,城区  1.02,50292
23145,33632,城区  1.12,50293
15120,16636,城区  0.93,50294
21837,21971,城区  1.01,50295
17582,26410,城区  1.12,50296
10345,23859,城区  0.93,50297
6913,22537,城区  1.03,50298
14129,35393,城区  1.09,50299
4094,37467,城区  1.06,50300
773,25652,城区  0.88,50301
99,19826,城区  1.02,50302
11171,16751,城区  0.86,50303
14371,15254,城区  0.94,50304
6646,17130,城区  0.99,50305
5058,18646,城区  1.09,50306
6369,36931,城区  1.10,50307
3886,18610,城区  1.10,50308
6564,18677,城区  0.98,50309
1914,17318,城区  1.06,50310
1337,28330,城区  1.11,50311
852,15542,城区  0.92,50312
23139,36786,城区  1.00,50313
946,17130,城区  1.12,50314
4301,34124,城区  0.99,50315
19300,25244,城区  1.05,50316
2092,18537,城区  0.88,50317
10135,16460,城区  1.04,50318
2305,26841,城区  1.03,50319
23659,33937,城区  1.09,50320
6673,15956,城区  1.04,50321
16420,21524,城区  0.89,50322
24674,20205,城区  0.88,50323
5284,38035,城区  0.91,50324
23381,36090,城区  1.09,50325
8751,17892,城区  0.99,50326
8466,21113,城区  0.99,50327
18341,39316,城区  1.08,50328
17379,19245,城区  0.94,50329
4623,29173,城区  1.09,50330
10754,31883,城区  1.10,50331
6087,21303,城区  0.92,50332
2255,26312,城区  1.06,50333
3781,36114,城区  1.02,50334
7151,21232,城区  0.97,50335
18646,29129,城区  1.11,50336
4746,17196,城区  0.92,50337
5080,39299,城区  1.01,50338
4896,17065,城区  0.91,50339
5713,15578,城区  0.98,50340
8290,29916,城区  1.04,50341
24748,29510,城区  0.90,50342
18655,33739,城区  1.00,50343
827,20476,城区  1.01,50344
8409,22487,城区  0.93,50345
3716,26321,城区  0.85,50346
20847,20371,城区  0.92,50347
14394,17739,城区  0.87,50348
15501,26709,城区  0.89,50349
1023,25715,城区  1.13,50350
12949,38457,城区  0.93,50351
4511,20287,城区  1.12,50352
6256,28653,城区  0.92,50353
3904,19947,城区  0.87,50354
5578,18514,城区  0.86,50355
4919,16230,城区  1.02,50356
17041,21565,城区  1.10,50357
2562,22689,城区  0.87,50358
21735,20268,城区  1.06,50359
16272,32357,城区  0.99,50360
23412,29475,城区  1.00,50361
13604,19461,城区  0.98,50362
4242,18389,城区  1.09,50363
2919,18224,城区  0.97,50364
6149,38739,城区  0.96,50365
13992,30045,城区  1.08,50366
18441,19677,城区  1.09,50367
6457,35720,城区  0.92,50368
9155,19289,城区  1.09,50369
24594,18163,城区  0.99,50370
5206,21260,城区  0.97,50371
23624,21429,城区  1.15,50372
6811,23801,城区  1.06,50373
3454,17150,城区  1.04,50374
17842,38310,城区  0.91,50375
7112,32645,城区  1.06,50376
6778,32708,城区  0.88,50377
6113,31919,城区  0.93,50378
13188,30741,城区  1.11,50379
9178,39980,城区  0.90,50380
22359,36677,城区  1.04,50381
14340,23808,城区  0.95,50382
23708,32135,城区  1.01,50383
22536,35197,城区  0.90,50384
1553,15980,城区  1.07,50385
54,33497,城区  1.00,50386
21419,27858,城区  1.11,50387
17513,17200,城区  0.90,50388
14869,24634,城区  0.99,50389
19033,16554,城区  1.05,50390
13318,17388,城区  0.88,50391
13702,23124,城区  1.05,50392
6547,21509,城区  0.99,50393
1183,22064,城区  0.96,50394
6811,15607,城区  0.92,50395
10094,19151,城区  1.13,50396
13642,27886,城区  0.94,50397
17134,38602,城区  0.89,50398
24371,37515,城区  1.07,50399
3166,36915,城区  0.98,50400
15392,15800,城区  0.90,50401
1064,31260,城区  1.07,50402
2537,36678,城区  0.95,50403
14516,22820,城区  1.13,50404
2791,20235,城区  0.93,50405
16319,29414,城区  0.87,50406
16618,21225,城区  1.11,50407
8213,20576,城区  1.04,50408
18613,21009,城区  1.04,50409
7545,18045,城区  0.91,50410
10862,33972,城区  0.96,50411
20445,23934,城区  0.89,50412
3459,32336,城区  1.09,50413
19840,27755,城区  0.87,50414
7502,15388,城区  0.88,50415
21191,15107,城区  0.96,50416
3425,23313,城区  0.93,50417
17492,36731,城区  1.06,50418
18374,34283,城区  0.90,50419
2100,19497,城区  1.01,50420
4056,33295,城区  0.91,50421
9492,26152,城区  0.90,50422
1445,30657,城区  1.11,50423
18080,21616,城区  1.09,50424
3256,18276,城区  0.98,50425
8313,17095,城区  1.06,50426
15316,24776,城区  0.96,50427
12922,31562,城区  1.00,50428
668,29359,城区  0.97,50429
14613,26066,城区  1.03,50430
6987,22109,城区  0.90,50431
20324,27010,城区  1.14,50432
13506,30090,城区  1.13,50433
3348,32758,城区  1.03,50434
19002,21557,城区  0.93,50435
24020,30733,城区  1.10,50436
2719,19242,城区  0.85,50437
4945,31615,城区  0.85,50438
959,25829,城区  1.02,50439
13290,37437,城区  0.98,50440
18187,27991,城区  0.95,50441
6044,20267,城区  0.89,50442
3044,21575,城区  1.02,50443
20954,35361,城区  1.04,50444
14345,35471,城区  1.11,50445
585,22405,城区  0.88,50446
13275,25425,城区  0.92,50447
16282,19937,城区  0.89,50448
6107,26997,城区  1.02,50449
14075,21196,城区  0.87,50450
2260,19918,城区  1.13,50451
8143,18233,城区  0.99,50452
13779,17366,城区  0.93,50453
5810,22675,城区  1.01,50454
5374,19114,城区  1.13,50455
9205,24171,城区  1.09,50456
10077,20279,城区  0.97,50457
3946,28345,城区  1.14,50458
11252,27682,城区  1.07,50459
19917,21731,城区  1.08,50460
4075,18352,城区  0.93,50461
3918,15084,城区  1.12,50462
22667,27210,城区  1.12,50463
10764,17709,城区  0.91,50464
1913,16485,城区  1.15,50465
20533,18810,城区  1.04,50466
3586,24146,城区  0.89,50467
3736,33874,城区  1.04,50468
691,25967,城区  1.07,50469
24242,16361,城区  1.11,50470
23401,15698,城区  1.01,50471
13317,36571,城区  0.99,50472
87068,2453,城区  1.10,50473
90409,16672,城区  0.91,50474
109085,5605,城区  0.87,50475
84969,2741,城区  0.91,50476
101472,5216,城区  1.00,50477
98488,4902,城区  0.91,50478
86531,15843,城区  0.93,50479
83739,15407,城区  0.90,50480
92196,9878,城区  0.93,50481
91819,5417,城区  0.91,50482
85763,12435,城区  0.87,50483
109915,4008,城区  1.14,50484
96893,11783,城区  1.02,50485
108172,10146,城区  0.97,50486
92616,9801,城区  1.10,50487
84765,10604,城区  0.85,50488
96375,5150,城区  1.08,50489
102890,2127,城区  0.95,50490
106293,4419,城区  1.11,50491
83327,18648,城区  0.94,50492
107696,5713,城区  1.02,50493
80313,6137,城区  0.86,50494
80506,11801,城区  1.12,50495
85741,3124,城区  0.90,50496
86324,1355,城区  0.98,50497
87562,12552,城区  1.01,50498
100983,14309,城区  1.00,50499
106769,14737,城区  1.02,50500
103322,2905,城区  0.92,50501
99131,7395,城区  0.89,50502
86432,5264,城区  0.97,50503
92160,8196,城区  0.95,50504
100191,5235,城区  0.99,50505
108065,8493,城区  0.90,50506
94675,19199,城区  1.04,50507
101026,11650,城区  1.10,50508
80513,10829,城区  0.98,50509
97700,4061,城区  0.86,50510
101030,14941,城区  0.89,50511
97378,10717,城区  1.02,50512
106591,1311,城区  1.04,50513
84668,9373,城区  0.92,50514
107285,7818,城区  0.96,50515
99351,1214,城区  1.07,50516
108239,17136,城区  1.12,50517
91770,5957,城区  1.09,50518
91706,612,城区  0.97,50519
107569,4835,城区  1.01,50520
84353,5865,城区  0.86,50521
100185,665,城区  0.99,50522
91214,6164,城区  1.15,50523
102438,635,城区  1.05,50524
81811,1337,城区  0.99,50525
82374,4768,城区  1.06,50526
103392,11259,城区  0.93,50527
88863,1471,城区  0.99,50528
106356,12036,城区  0.92,50529
102380,5799,城区  0.93,50530
102227,1918,城区  1.03,50531
84958,1844,城区  0.97,50532
103677,8208,城区  0.99,50533
93380,15222,城区  1.07,50534
84637,6959,城区  0.88,50535
98802,12703,城区  0.98,50536
99788,2610,城区  0.87,50537
85596,1713,城区  1.14,50538
81213,11037,城区  1.01,50539
88094,19848,城区  1.13,50540
81892,8918,城区  0.90,50541
101223,12691,城区  0.85,50542
81021,2942,城区  0.89,50543
80598,1939,城区  1.14,50544
102018,1613,城区  0.98,50545
96261,11718,城区  0.93,50546
98793,10363,城区  1.00,50547
103195,4731,城区  1.07,50548
86337,8603,城区  0.86,50549
83412,2565,城区  0.89,50550
104974,12444,城区  0.91,50551
87240,5424,城区  0.86,50552
94577,833,城区  0.86,50553
95030,18166,城区  0.90,50554
82503,1333,城区  1.01,50555
106972,16498,城区  1.15,50556
86451,19080,城区  0.99,50557
87524,9890,城区  0.88,50558
108004,656,城区  0.92,50559
108858,8911,城区  1.07,50560
103384,19598,城区  1.04,50561
101555,1816,城区  1.00,50562
88525,156,城区  1.03,50563
84415,12506,城区  0.93,50564
86267,9077,城区  1.07,50565
91301,9250,城区  0.91,50566
88086,19606,城区  1.03,50567
94580,17356,城区  1.12,50568
106460,2889,城区  0.88,50569
97586,6533,城区  1.05,50570
94739,13110,城区  1.00,50571
104948,12192,城区  1.07,50572
99711,1745,城区  1.01,50573
82599,17503,城区  0.93,50574
102846,4765,城区  0.98,50575
101919,7017,城区  0.98,50576
109573,7610,城区  1.05,50577
81632,8092,城区  0.97,50578
102966,2141,城区  1.03,50579
91391,3767,城区  1.01,50580
97226,3712,城区  0.88,50581
80450,794,城区  0.88,50582
90235,19816,城区  0.96,50583
89594,3339,城区  1.00,50584
94911,12733,城区  1.11,50585
81323,287,城区  1.01,50586
90216,10493,城区  1.07,50587
100921,18839,城区  0.86,50588
87561,9078,城区  0.89,50589
103196,9943,城区  1.03,50590
86512,14224,城区  1.04,50591
94039,8474,城区  0.96,50592
104921,11619,城区  0.89,50593
104119,6386,城区  0.94,50594
81260,10520,城区  0.88,50595
102221,14522,城区  1.01,50596
105357,3903,城区  0.99,50597
80517,13949,城区  0.88,50598
87876,8958,城区  1.08,50599
98716,1827,城区  1.13,50600
100871,10352,城区  0.99,50601
84475,4065,城区  0.95,50602
80397,17956,城区  0.91,50603
100797,1792,城区  1.01,50604
104525,3929,城区  1.02,50605
83150,12506,城区  1.13,50606
80034,9491,城区  0.98,50607
87749,6840,城区  0.87,50608
87650,10397,城区  1.13,50609
91043,8888,城区  0.89,50610
81590,16841,城区  0.93,50611
88156,3018,城区  0.94,50612
85091,3413,城区  0.88,50613
82475,1531,城区  0.90,50614
104633,12482,城区  0.99,50615
87263,12492,城区  0.87,50616
81588,214,城区  0.87,50617
104350,7435,城区  1.10,50618
92889,10918,城区  0.96,50619
109779,8513,城区  1.01,50620
93068,4892,城区  0.99,50621
87366,10038,城区  0.96,50622
100411,8658,城区  1.04,50623
96141,601,城区  0.94,50624
98542,11643,城区  0.99,50625
93263,16206,城区  1.10,50626
108154,7818,城区  1.13,50627
91423,9486,城区  0.90,50628
93354,10662,城区  1.07,50629
83662,6626,城区  0.99,50630
108896,17695,城区  1.03,50631
102789,10428,城区  0.94,50632
89284,3552,城区  1.00,50633
81934,10172,城区  0.87,50634
99043,11421,城区  1.02,50635
81887,10017,城区  1.09,50636
108868,9667,城区  1.01,50637
108578,10075,城区  0.92,50638
90978,3128,城区  1.02,50639
89617,14166,城区  0.91,50640
85774,11503,城区  0.98,50641
106151,9874,城区  0.95,50642
82160,10391,城区  0.94,50643
106441,973,城区  1.11,50644
101635,8244,城区  0.96,50645
86232,5729,城区  0.90,50646
108032,18816,城区  1.11,50647
90768,7595,城区  0.85,50648
98136,3426,城区  0.90,50649
91864,5395,城区  0.99,50650
108162,11494,城区  1.04,50651
82244,168,城区  1.09,50652
87349,12433,城区  1.01,50653
109626,4280,城区  0.94,50654
81149,12048,城区  0.87,50655
106484,3141,城区  0.91,50656
97424,10252,城区  1.02,50657
81877,17187,城区  0.88,50658
99870,7402,城区  1.13,50659
92109,13,城区  0.99,50660
90187,12451,城区  0.89,50661
87750,4647,城区  1.01,50662
81521,10961,城区  0.92,50663
103492,17648,城区  1.00,50664
103564,4240,城区  1.04,50665
89797,9934,城区  0.94,50666
97869,7130,城区  0.93,50667
97668,19260,城区  0.87,50668
101725,11048,城区  1.13,50669
101292,9883,城区  1.03,50670
84021,1380,城区  0.91,50671
101402,6397,城区  1.00,50672
80772,6726,城区  1.12,50673
105540,7105,城区  0.91,50674
92972,12031,城区  1.01,50675
82398,11606,城区  1.13,50676
109475,18324,城区  1.03,50677
90705,12707,城区  0.92,50678
94088,2428,城区  0.91,50679
82980,4609,城区  0.96,50680
99218,11260,城区  1.15,50681
88544,13006,城区  1.08,50682
108315,8886,城区  1.03,50683
86819,9476,城区  1.09,50684
96763,9965,城区  0.99,50685
89040,3444,城区  0.94,50686
92270,2176,城区  0.87,50687
88741,5812,城区  1.10,50688
107575,1232,城区  1.03,50689
82543,4458,城区  0.96,50690
91712,17936,城区  0.94,50691
100336,2511,城区  1.04,50692
82232,11949,城区  1.02,50693
82038,9285,城区  0.86,50694
89918,12524,城区  1.05,50695
102643,9845,城区  0.87,50696
102871,8440,城区  1.03,50697
104822,4880,城区  1.03,50698
107011,10323,城区  1.04,50699
104628,5703,城区  1.14,50700
81295,10817,城区  1.13,50701
85315,9969,城区  0.87,50702
106834,16878,城区  0.88,50703
89336,11107,城区  1.11,50704
107833,6140,城区  1.14,50705
97489,318,城区  0.87,50706
103570,9849,城区  1.02,50707
104756,8223,城区  0.92,50708
80442,17198,城区  1.05,50709
80958,1850,城区  0.93,50710
90249,18316,城区  1.09,50711
84659,18596,城区  0.94,50712
86794,6873,城区  0.99,50713
106000,7253,城区  0.92,50714
83036,18606,城区  0.88,50715
82441,365,城区  1.07,50716
91351,13641,城区  0.89,50717
89056,5603,城区  1.02,50718
100039,6523,城区  0.87,50719
80007,1280,城区  0.96,50720
95066,12638,城区  0.97,50721
93702,15131,城区  0.87,50722
106392,8628,城区  1.01,50723
100894,16108,城区  0.92,50724
86776,8028,城区  0.88,50725
104629,10803,城区  0.87,50726
104817,1383,城区  0.95,50727
107177,18020,城区  0.87,50728
104732,8145,城区  1.06,50729
87930,218,城区  1.07,50730
108478,1248,城区  0.92,50731
102453,6556,城区  0.86,50732
87763,5766,城区  1.07,50733
97985,8439,城区  0.89,50734
109811,6416,城区  1.12,50735
90308,7746,城区  1.01,50736
96680,3017,城区  0.92,50737
87208,5696,城区  1.07,50738
109834,19708,城区  0.88,50739
87138,6846,城区  0.97,50740
93889,7993,城区  0.87,50741
109831,10910,城区  0.90,50742
92220,11177,城区  1.12,50743
88918,9261,城区  0.97,50744
91194,3859,城区  0.92,50745
87230,19871,城区  1.03,50746
104958,11173,城区  0.93,50747
82316,17787,城区  0.88,50748
83137,11964,城区  1.09,50749
88129,8892,城区  1.08,50750
104510,3961,城区  1.13,50751
81426,8544,城区  1.12,50752
84338,8495,城区  1.03,50753
94562,9997,城区  0.89,50754
85726,9229,城区  0.88,50755
100081,19260,城区  1.03,50756
81396,840,城区  0.99,50757
108637,16138,城区  1.14,50758
86897,699,城区  1.01,50759
96382,3350,城区  0.86,50760
86739,2386,城区  0.97,50761
95273,1443,城区  0.86,50762
101684,696,城区  1.05,50763
82337,7281,城区  0.87,50764
104992,3341,城区  0.87,50765
91644,1762,城区  1.10,50766
109903,3712,城区  0.87,50767
80789,5936,城区  1.13,50768
100935,4899,城区  1.08,50769
109599,8640,城区  0.95,50770
95052,18017,城区  0.87,50771
95744,10061,城区  0.96,50772
107311,11725,城区  0.99,50773
96243,4934,城区  1.01,50774
96727,2634,城区  1.11,50775
93988,949,城区  0.98,50776
102808,8385,城区  1.08,50777
103235,6277,城区  0.97,50778
100279,10421,城区  1.09,50779
88391,486,城区  0.86,50780
93360,11326,城区  1.11,50781
80796,9816,城区  1.11,50782
106764,8593,城区  1.06,50783
104799,2315,城区  0.91,50784
92662,1562,城区  1.09,50785
82954,6297,城区  1.09,50786
87242,8340,城区  1.10,50787
92929,5911,城区  1.12,50788
107347,19498,城区  1.09,50789
93252,6753,城区  1.12,50790
98933,10560,城区  0.86,50791
87435,4417,城区  0.91,50792
84853,627,城区  1.01,50793
81626,19428,城区  1.04,50794
103454,1077,城区  1.12,50795
89744,7136,城区  0.99,50796
93295,8880,城区  0.91,50797
97485,6476,城区  1.09,50798
92317,17719,城区  1.11,50799
107907,14407,城区  1.12,50800
101518,2532,城区  0.94,50801
98191,9302,城区  0.99,50802
92688,7264,城区  1.09,50803
87207,8707,城区  1.15,50804
87421,1763,城区  0.93,50805
12428,12338,城区  1.14,50806
21523,9009,城区  1.12,50807
23221,13714,城区  1.00,50808
24860,11515,城区  0.87,50809
10871,11103,城区  0.88,50810
30912,13492,城区  1.00,50811
11343,462,城区  0.93,50812
6940,4935,城区  0.88,50813
16601,4942,城区  1.11,50814
28906,10917,城区  0.91,50815
27045,3643,城区  1.09,50816
17375,3871,城区  1.10,50817
9176,8790,城区  1.07,50818
7572,7337,城区  1.00,50819
15973,1565,城区  0.98,50820
6798,14393,城区  0.97,50821
23748,2481,城区  0.95,50822
26423,12982,城区  1.09,50823
22631,6143,城区  1.14,50824
15098,6604,城区  1.08,50825
16998,2565,城区  0.93,50826
2485,4269,城区  0.91,50827
13336,5864,城区  0.85,50828
7735,12302,城区  0.97,50829
14476,11949,城区  1.07,50830
28823,3245,城区  0.87,50831
12839,4830,城区  1.07,50832
24950,932,城区  0.89,50833
1744,10977,城区  0.91,50834
8078,2713,城区  1.02,50835
25198,14647,城区  0.88,50836
28451,3825,城区  0.89,50837
21160,6603,城区  0.90,50838
25385,5244,城区  1.14,50839
12322,1182,城区  0.93,50840
26175,1890,城区  0.99,50841
2226,964,城区  0.86,50842
17874,8611,城区  0.90,50843
23358,8507,城区  0.89,50844
23550,2192,城区  0.93,50845
16704,6976,城区  1.09,50846
1294,5587,城区  0.99,50847
27436,9287,城区  1.08,50848
21412,3422,城区  1.07,50849
27682,13149,城区  0.88,50850
757,13140,城区  1.12,50851
1717,12215,城区  1.01,50852
2204,4342,城区  1.12,50853
20403,985,城区  0.89,50854
28654,14141,城区  1.12,50855
23850,6926,城区  1.01,50856
26329,5558,城区  1.04,50857
10022,10157,城区  0.89,50858
10415,1537,城区  0.88,50859
3283,9768,城区  0.94,50860
19825,880,城区  0.89,50861
27665,380,城区  1.06,50862
1140,8098,城区  1.03,50863
12951,13517,城区  0.99,50864
30583,4385,城区  0.98,50865
5945,11713,城区  1.12,50866
3967,5708,城区  1.07,50867
3821,13539,城区  1.08,50868
10008,12057,城区  0.86,50869
25760,1809,城区  0.90,50870
28111,4284,城区  1.04,50871
27650,12687,城区  1.08,50872
28408,1349,城区  1.10,50873
26316,1693,城区  1.14,50874
25123,4010,城区  0.98,50875
12587,902,城区  1.04,50876
13774,2080,城区  1.05,50877
